published_date,bestsellers_date,list_name,title,author,primary_isbn13,publisher,rank,rank_last_week,weeks_on_list,amazon_product_url,book_image,description
2025-11-02,2025-10-18,Hardcover Fiction,TWICE,Mitch Albom,9780062406682,Harper,7,4,2,https://www.amazon.com/dp/006240668X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780062406682.jpg,"Alfie Logan, who was gifted with the ability to live any moment a second time but must accept the outcomes, makes a risky love decision."
2025-11-02,2025-10-18,Hardcover Fiction,LIGHTS OUT,Navessa Allen,9781638933700,Slowburn,8,0,1,https://www.amazon.com/dp/1638933707?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781638933700.jpg,"As Aly and Josh live out their dark fantasies, someone with sinister intentions impinges on them."
2025-11-02,2025-10-18,Hardcover Fiction,THE PICASSO HEIST,James Patterson and Howard Roughan,9781538758434,"Little, Brown",9,0,1,https://www.amazon.com/dp/1538758431?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538758434.jpg,A recently discovered $100 million painting piques the interest of a variety of people.
2025-11-02,2025-10-18,Hardcover Fiction,THE ACADEMY,Elin Hilderbrand and Shelby Cunningham,9780316567855,"Little, Brown",10,13,5,https://www.amazon.com/dp/031656785X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316567855.jpg,Harmful rumors cause trouble for the students and staff at a New England boarding school.
2025-11-02,2025-10-18,Hardcover Fiction,DUNGEON CRAWLER CARL,Matt Dinniman,9780593820247,Ace,11,0,5,https://www.amazon.com/dp/B08V8877BY?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593820247.jpg,"A Coast Guard vet named Carl and his ex-girlfriend’s cat, Princess Donut, are trapped in a fantasy dungeon."
2025-11-02,2025-10-18,Hardcover Fiction,FOURTH WING,Rebecca Yarros,9781649379290,Red Tower,12,10,97,https://www.amazon.com/dp/1649379293?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649379290.jpg,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-11-02,2025-10-18,Hardcover Fiction,BOLEYN TRAITOR,Philippa Gregory,9780063439689,Morrow,13,0,1,https://www.amazon.com/dp/0063439689?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063439689.jpg,Jane Boleyn employs multiple tactics to survive in the Tudor court.
2025-11-02,2025-10-18,Hardcover Fiction,CRY HAVOC,Jack Carr,9781668095256,Atria/Emily Bestler,14,3,2,https://www.amazon.com/dp/1668095254?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668095256.jpg,"During a time of war and civil unrest in 1968, the Navy SEAL Tom Reece is given an unofficial and dangerous mission."
2025-11-02,2025-10-18,Hardcover Fiction,STAR WARS: REVENGE OF THE SITH: EPISODE III,Matthew Stover,9798217090983,Random House Worlds,15,0,1,https://www.amazon.com/dp/B0F1XFPRYG?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9798217090983.jpg,"A novelization of the final film in George Lucas’s ""Star Wars"" prequel trilogy."
2025-11-09,2025-10-25,Hardcover Fiction,THE WIDOW,John Grisham,9780385548984,Doubleday,1,0,1,https://www.amazon.com/dp/0385548982?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385548984.jpg,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2025-11-09,2025-10-25,Hardcover Fiction,THE PROVING GROUND,Michael Connelly,9780316563826,"Little, Brown",2,0,1,https://www.amazon.com/dp/031656382X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316563826.jpg,The eighth book in the Lincoln Lawyer series. Mickey Haller enlists a journalist to help his lawsuit against an A.I. company.
2025-11-09,2025-10-25,Hardcover Fiction,THE THINGS GODS BREAK,Abigail Owen,9781649378538,Red Tower,3,0,1,https://www.amazon.com/dp/164937853X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649378538.jpg,The second book in the Crucible series. Escaping Tartarus demands overcoming trials and breaking rules.
2025-11-09,2025-10-25,Hardcover Fiction,THE SECRET OF SECRETS,Dan Brown,9780385546898,Doubleday,4,3,7,https://www.amazon.com/dp/0385546890?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385546898.jpg,"As he searches for the missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-11-09,2025-10-25,Hardcover Fiction,ALCHEMISED,SenLinYu,9780593972700,Del Rey,5,5,5,https://www.amazon.com/dp/0593972708?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593972700.jpg,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2025-11-09,2025-10-25,Hardcover Fiction,REMAIN,Nicholas Sparks with M. Night Shyamalan,9798217154043,Random House,6,1,2,https://www.amazon.com/dp/B0DZ5FPM6L?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9798217154043.jpg,"A New York architect moves to Cape Cod, where he enters a relationship that brings up a lot of questions."
2025-11-09,2025-10-25,Hardcover Fiction,GONE BEFORE GOODBYE,Reese Witherspoon and Harlan Coben,9781538774700,Grand Central,7,2,2,https://www.amazon.com/dp/1538774704?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774700.jpg,"When a mysterious man disappears, the former combat surgeon giving him medical assistance goes on the lam."
2025-11-09,2025-10-25,Hardcover Fiction,THE INTRUDER,Freida McFadden,9781464260919,Poisoned Pen,8,4,3,https://www.amazon.com/dp/1464260915?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781464260919.jpg,"During a rough storm, Casey puts herself in danger when she lets a girl, who is covered in blood, into her cabin."
2025-11-09,2025-10-25,Hardcover Fiction,KING SORROW,Joe Hill,9780062200600,Morrow,9,0,1,https://www.amazon.com/dp/0062200607?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780062200600.jpg,"After a college student is forced to steal rare books, his friends summon a dragon to help him, but find themselves in worse trouble."
2025-11-09,2025-10-25,Hardcover Fiction,TWICE,Mitch Albom,9780062406682,Harper,10,7,3,https://www.amazon.com/dp/006240668X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780062406682.jpg,"Alfie Logan, who was gifted with the ability to live any moment a second time but must accept the outcomes, makes a risky love decision."
2025-11-09,2025-10-25,Hardcover Fiction,THE CHRISTMAS RING,Karen Kingsbury,9781400354764,Thomas Nelson,11,0,1,https://www.amazon.com/dp/1400354765?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781400354764.jpg,The search for an heirloom ring is the catalyst for a military widow and an antiques dealer to become romantically involved; the basis of the movie.
2025-11-09,2025-10-25,Hardcover Fiction,THE ACADEMY,Elin Hilderbrand and Shelby Cunningham,9780316567855,"Little, Brown",12,10,6,https://www.amazon.com/dp/031656785X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316567855.jpg,Harmful rumors cause trouble for the students and staff at a New England boarding school.
2025-11-09,2025-10-25,Hardcover Fiction,FOURTH WING,Rebecca Yarros,9781649379290,Red Tower,13,12,98,https://www.amazon.com/dp/1649379293?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649379290.jpg,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-11-09,2025-10-25,Hardcover Fiction,IRON FLAME,Rebecca Yarros,9781649379399,Red Tower,14,0,82,https://www.amazon.com/dp/1649379390?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649379399.jpg,The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.
2025-11-09,2025-10-25,Hardcover Fiction,ONYX STORM,Rebecca Yarros,9781649374189,Red Tower,15,0,38,https://www.amazon.com/dp/1649374186?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649374189.jpg,"The third book in the Empyrean series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-11-16,2025-11-01,Hardcover Fiction,THE BLACK WOLF,Louise Penny,9781250328175,Minotaur,1,0,1,https://www.amazon.com/dp/1250328179?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250328175.jpg,"The 20th book in the Chief Inspector Gamache series. After thwarting a terrorist attack, an injured Gamache leads a covert investigation."
2025-11-16,2025-11-01,Hardcover Fiction,THE WIDOW,John Grisham,9780385548984,Doubleday,2,1,2,https://www.amazon.com/dp/0385548982?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385548984.jpg,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2025-11-16,2025-11-01,Hardcover Fiction,BONDS OF HERCULES,Jasmine Mas,9781335146984,Canary Street,3,0,1,https://www.amazon.com/dp/1335146989?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781335146984.jpg,The second book in the Villains of Lore series. Seduction and danger put Hercules in a tough spot.
2025-11-16,2025-11-01,Hardcover Fiction,THE SECRET OF SECRETS,Dan Brown,9780385546898,Doubleday,4,4,8,https://www.amazon.com/dp/0385546890?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385546898.jpg,"As he searches for the missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-11-16,2025-11-01,Hardcover Fiction,ALCHEMISED,SenLinYu,9780593972700,Del Rey,5,5,6,https://www.amazon.com/dp/0593972708?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593972700.jpg,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2025-11-16,2025-11-01,Hardcover Fiction,GONE BEFORE GOODBYE,Reese Witherspoon and Harlan Coben,9781538774700,Grand Central,6,7,3,https://www.amazon.com/dp/1538774704?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774700.jpg,"When a mysterious man disappears, the former combat surgeon giving him medical assistance goes on the lam."
2025-11-16,2025-11-01,Hardcover Fiction,REMAIN,Nicholas Sparks with M. Night Shyamalan,9798217154043,Random House,7,6,3,https://www.amazon.com/dp/B0DZ5FPM6L?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9798217154043.jpg,"A New York architect moves to Cape Cod, where he enters a relationship that brings up a lot of questions."
2025-11-16,2025-11-01,Hardcover Fiction,THE PROVING GROUND,Michael Connelly,9780316563826,"Little, Brown",8,2,2,https://www.amazon.com/dp/031656382X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316563826.jpg,The eighth book in the Lincoln Lawyer series. Mickey Haller enlists a journalist to help his lawsuit against an A.I. company.
2025-11-16,2025-11-01,Hardcover Fiction,TWICE,Mitch Albom,9780062406682,Harper,9,10,4,https://www.amazon.com/dp/006240668X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780062406682.jpg,"Alfie Logan, who was gifted with the ability to live any moment a second time but must accept the outcomes, makes a risky love decision."
2025-11-16,2025-11-01,Hardcover Fiction,THE INTRUDER,Freida McFadden,9781464260919,Poisoned Pen,10,8,4,https://www.amazon.com/dp/1464260915?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781464260919.jpg,"During a rough storm, Casey puts herself in danger when she lets a girl, who is covered in blood, into her cabin."
2025-11-16,2025-11-01,Hardcover Fiction,THE THINGS GODS BREAK,Abigail Owen,9781649378538,Red Tower,11,3,2,https://www.amazon.com/dp/164937853X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781649378538.jpg,The second book in the Crucible series. Escaping Tartarus demands overcoming trials and breaking rules.
2025-11-16,2025-11-01,Hardcover Fiction,THE EVERLASTING,Alix E. Harrow,9781250799081,Tor,12,0,1,https://www.amazon.com/dp/1250799082?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250799081.jpg,A scholar goes back in time to help rewrite Una Everlasting's legend.
2025-11-16,2025-11-01,Hardcover Fiction,THE TIN MEN,Nelson DeMille and Alex DeMille,9781501101878,Simon & Schuster,13,0,1,https://www.amazon.com/dp/1501101870?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781501101878.jpg,The third book in the Scott Brodie & Maggie Taylor series. An investigation into the death of a military scientist surfaces troubling technology.
2025-11-16,2025-11-01,Hardcover Fiction,WRECK,Catherine Newman,9780063453913,Harper,14,0,1,https://www.amazon.com/dp/0063453916?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780063453913.jpg,Shifts in circumstances affect Rocky and her family.
2025-11-16,2025-11-01,Hardcover Fiction,TOM'S CROSSING,Mark Z. Danielewski,9781524747718,Pantheon,15,0,1,https://www.amazon.com/dp/1524747718?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781524747718.jpg,"In Utah in 1982, two teenagers try to prevent two horses from being slaughtered."
2025-11-23,2025-11-08,Hardcover Fiction,THE WIDOW,John Grisham,9780385548984,Doubleday,1,2,3,https://www.amazon.com/dp/0385548982?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385548984.jpg,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2025-11-23,2025-11-08,Hardcover Fiction,THE SECRET OF SECRETS,Dan Brown,9780385546898,Doubleday,2,4,9,https://www.amazon.com/dp/0385546890?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385546898.jpg,"As he searches for the missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-11-23,2025-11-08,Hardcover Fiction,ALCHEMISED,SenLinYu,9780593972700,Del Rey,3,5,7,https://www.amazon.com/dp/0593972708?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593972700.jpg,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2025-11-23,2025-11-08,Hardcover Fiction,GONE BEFORE GOODBYE,Reese Witherspoon and Harlan Coben,9781538774700,Grand Central,4,6,4,https://www.amazon.com/dp/1538774704?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774700.jpg,"When a mysterious man disappears, the former combat surgeon giving him medical assistance goes on the lam."
2025-11-23,2025-11-08,Hardcover Fiction,THE CHRISTMAS STRANGER,Richard Paul Evans,9781668014905,Gallery,5,0,1,https://www.amazon.com/dp/1668014904?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668014905.jpg,"Three years after a tragedy, a computer repairman encounters several people who make him reconsider the value of his life."
2025-11-23,2025-11-08,Hardcover Fiction,TWICE,Mitch Albom,9780062406682,Harper,6,9,5,https://www.amazon.com/dp/006240668X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780062406682.jpg,"Alfie Logan, who was gifted with the ability to live any moment a second time but must accept the outcomes, makes a risky love decision."
2025-11-23,2025-11-08,Hardcover Fiction,REMAIN,Nicholas Sparks with M. Night Shyamalan,9798217154043,Random House,7,7,4,https://www.amazon.com/dp/B0DZ5FPM6L?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9798217154043.jpg,"A New York architect moves to Cape Cod, where he enters a relationship that brings up a lot of questions."
2025-11-23,2025-11-08,Hardcover Fiction,THE PROVING GROUND,Michael Connelly,9780316563826,"Little, Brown",8,8,3,https://www.amazon.com/dp/031656382X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316563826.jpg,The eighth book in the Lincoln Lawyer series. Mickey Haller enlists a journalist to help his lawsuit against an A.I. company.
2025-11-23,2025-11-08,Hardcover Fiction,THE INTRUDER,Freida McFadden,9781464260919,Poisoned Pen,9,10,5,https://www.amazon.com/dp/1464260915?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781464260919.jpg,"During a rough storm, Casey puts herself in danger when she lets a girl, who is covered in blood, into her cabin."
2025-11-23,2025-11-08,Hardcover Fiction,EMPIRE OF THE DAWN,Jay Kristoff,9781250245373,St. Martin's,10,0,1,https://www.amazon.com/dp/1250245370?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250245373.jpg,The third book in the Empire of the Vampire series. A final battle will alter the state of the Empire.
2025-11-23,2025-11-08,Hardcover Fiction,THE BLACK WOLF,Louise Penny,9781250328175,Minotaur,11,1,2,https://www.amazon.com/dp/1250328179?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250328175.jpg,"The 20th book in the Chief Inspector Gamache series. After thwarting a terrorist attack, an injured Gamache leads a covert investigation."
2025-11-23,2025-11-08,Hardcover Fiction,BONDS OF HERCULES,Jasmine Mas,9781335146984,Canary Street,12,3,2,https://www.amazon.com/dp/1335146989?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781335146984.jpg,The second book in the Villains of Lore series. Seduction and danger put Hercules in a tough spot.
2025-11-23,2025-11-08,Hardcover Fiction,THE CORRESPONDENT,Virginia Evans,9780593798430,Crown,13,0,2,https://www.amazon.com/dp/0593798430?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593798430.jpg,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2025-11-23,2025-11-08,Hardcover Fiction,QUEEN ESTHER,John Irving,9781501189449,Simon & Schuster,14,0,1,https://www.amazon.com/dp/1501189441?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781501189449.jpg,"In a novel set in the world of “The Cider House Rules,” a Jewish woman who grew up orphaned is affected by antisemitism."
2025-11-23,2025-11-08,Hardcover Fiction,THE BRIDGE KINGDOM,Danielle L. Jensen,9780593975206,Del Rey,15,0,1,https://www.amazon.com/dp/0593975200?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593975206.jpg,Lara’s sense of self and loyalty to her land become tested as her feelings toward her husband shift.
2025-11-30,2025-11-15,Hardcover Fiction,THE STRENGTH OF THE FEW,James Islington,9781982141233,Saga,1,0,1,https://www.amazon.com/dp/1982141239?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781982141233.jpg,The second book in the Hierarchy series. Vis Telimus must find out why he has been replicated across three separate worlds.
2025-11-30,2025-11-15,Hardcover Fiction,THE WIDOW,John Grisham,9780385548984,Doubleday,2,1,4,https://www.amazon.com/dp/0385548982?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385548984.jpg,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2025-11-30,2025-11-15,Hardcover Fiction,EXIT STRATEGY,Lee Child and Andrew Child,9780593725849,Bantam,3,0,1,https://www.amazon.com/dp/0593725840?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593725849.jpg,The 30th book in the Jack Reacher series. Reacher’s interest is piqued when he finds a handwritten note in his pocket.
2025-11-30,2025-11-15,Hardcover Fiction,NASH FALLS,David Baldacci,9781538757987,Grand Central,4,0,1,https://www.amazon.com/dp/1538757982?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538757987.jpg,A successful businessman’s life is turned upside down when he is recruited by the F.B.I. to stop a large money laundering scheme.
2025-11-30,2025-11-15,Hardcover Fiction,ALCHEMISED,SenLinYu,9780593972700,Del Rey,5,3,8,https://www.amazon.com/dp/0593972708?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593972700.jpg,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2025-11-30,2025-11-15,Hardcover Fiction,THE SECRET OF SECRETS,Dan Brown,9780385546898,Doubleday,6,2,10,https://www.amazon.com/dp/0385546890?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385546898.jpg,"As he searches for the missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-11-30,2025-11-15,Hardcover Fiction,REMAIN,Nicholas Sparks with M. Night Shyamalan,9798217154043,Random House,7,7,5,https://www.amazon.com/dp/B0DZ5FPM6L?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9798217154043.jpg,"A New York architect moves to Cape Cod, where he enters a relationship that brings up a lot of questions."
2025-11-30,2025-11-15,Hardcover Fiction,THE KING'S RANSOM,Janet Evanovich,9781668027479,Atria,8,0,1,https://www.amazon.com/dp/166802747X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781668027479.jpg,The second book in the Recovery Agent series. Gabriela Rose must go around the world to find priceless artifacts that have gone missing.
2025-11-30,2025-11-15,Hardcover Fiction,THE CORRESPONDENT,Virginia Evans,9780593798430,Crown,9,13,3,https://www.amazon.com/dp/0593798430?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593798430.jpg,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2025-11-30,2025-11-15,Hardcover Fiction,GONE BEFORE GOODBYE,Reese Witherspoon and Harlan Coben,9781538774700,Grand Central,10,4,5,https://www.amazon.com/dp/1538774704?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774700.jpg,"When a mysterious man disappears, the former combat surgeon giving him medical assistance goes on the lam."
2025-11-30,2025-11-15,Hardcover Fiction,QUICKSILVER,Callie Hart,9781538774205,Forever,11,0,6,https://www.amazon.com/dp/1538774208?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774205.jpg,"Saeris is transported to a dangerous land of ice and snow, where she must contend with a Fae warrior who has suspect agendas."
2025-11-30,2025-11-15,Hardcover Fiction,TWICE,Mitch Albom,9780062406682,Harper,12,6,6,https://www.amazon.com/dp/006240668X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780062406682.jpg,"Alfie Logan, who was gifted with the ability to live any moment a second time but must accept the outcomes, makes a risky love decision."
2025-11-30,2025-11-15,Hardcover Fiction,THE INTRUDER,Freida McFadden,9781464260919,Poisoned Pen,13,9,6,https://www.amazon.com/dp/1464260915?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781464260919.jpg,"During a rough storm, Casey puts herself in danger when she lets a girl, who is covered in blood, into her cabin."
2025-11-30,2025-11-15,Hardcover Fiction,INGRAM,Louis C.K.,9781637747902,BenBella,14,0,1,https://www.amazon.com/dp/163774790X?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781637747902.jpg,"When poverty forces a boy to walk away from his home, he faces difficulties, indifference and a tragedy from his past."
2025-11-30,2025-11-15,Hardcover Fiction,BRIGANDS & BREADKNIVES,Travis Baldree,9781250334886,Tor,15,0,1,https://www.amazon.com/dp/1250334888?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250334886.jpg,The third book in the Legends & Lattes series. A bookseller named Fern uproots herself and moves to the city of Thune.
2025-12-07,2025-11-22,Hardcover Fiction,BRIMSTONE,Callie Hart,9781538774229,Forever,1,0,1,https://www.amazon.com/dp/1538774224?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774229.jpg,"The second book in the Fae & Alchemy series. To save those close to them, Saeris and Fisher face a new set of dangers."
2025-12-07,2025-11-22,Hardcover Fiction,THE SEVEN RINGS,Nora Roberts,9781250288790,St. Martin's,2,0,1,https://www.amazon.com/dp/1250288797?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781250288790.jpg,The third book in the Lost Bride Trilogy. Sonya fights across two realms to take possession of a haunted manor.
2025-12-07,2025-11-22,Hardcover Fiction,QUICKSILVER,Callie Hart,9781538774205,Forever,3,11,7,https://www.amazon.com/dp/1538774208?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774205.jpg,"Saeris is transported to a dangerous land of ice and snow, where she must contend with a Fae warrior who has suspect agendas."
2025-12-07,2025-11-22,Hardcover Fiction,RETURN OF THE SPIDER,James Patterson,9780316569569,"Little, Brown",4,0,1,https://www.amazon.com/dp/0316569569?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780316569569.jpg,The 34th book in the Alex Cross series. An enemy’s murder book suggests Cross may have made rookie mistakes years ago.
2025-12-07,2025-11-22,Hardcover Fiction,THE WIDOW,John Grisham,9780385548984,Doubleday,5,2,5,https://www.amazon.com/dp/0385548982?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385548984.jpg,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2025-12-07,2025-11-22,Hardcover Fiction,THE SECRET OF SECRETS,Dan Brown,9780385546898,Doubleday,6,6,11,https://www.amazon.com/dp/0385546890?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780385546898.jpg,"As he searches for the missing noetic scientist he has been seeing, Robert Langdon discovers something regarding a secret project."
2025-12-07,2025-11-22,Hardcover Fiction,NASH FALLS,David Baldacci,9781538757987,Grand Central,7,4,2,https://www.amazon.com/dp/1538757982?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538757987.jpg,A successful businessman’s life is turned upside down when he is recruited by the F.B.I. to stop a large money laundering scheme.
2025-12-07,2025-11-22,Hardcover Fiction,THE BOND THAT BURNS,Briar Boleyn,9780778306276,MIRA,8,0,1,https://www.amazon.com/dp/0778306275?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780778306276.jpg,"The second book in the Bloodwing Academy series. When a dragon is awakened, bonds are tested and lives are threatened."
2025-12-07,2025-11-22,Hardcover Fiction,EXIT STRATEGY,Lee Child and Andrew Child,9780593725849,Bantam,9,3,2,https://www.amazon.com/dp/0593725840?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593725849.jpg,The 30th book in the Jack Reacher series. Reacher’s interest is piqued when he finds a handwritten note in his pocket.
2025-12-07,2025-11-22,Hardcover Fiction,ALCHEMISED,SenLinYu,9780593972700,Del Rey,10,5,9,https://www.amazon.com/dp/0593972708?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593972700.jpg,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2025-12-07,2025-11-22,Hardcover Fiction,THE COLOR OF HOPE,Danielle Steel,9780593498828,Delacorte,11,0,1,https://www.amazon.com/dp/0593498828?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593498828.jpg,"A widowed art gallery owner moves to the Basque countryside, where she transforms a chateau and develops a new relationship."
2025-12-07,2025-11-22,Hardcover Fiction,THE CORRESPONDENT,Virginia Evans,9780593798430,Crown,12,9,4,https://www.amazon.com/dp/0593798430?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593798430.jpg,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2025-12-07,2025-11-22,Hardcover Fiction,"I, MEDUSA",Ayana Gray,9780593733769,Random House,13,0,1,https://www.amazon.com/dp/0593733762?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9780593733769.jpg,"Meddy forges a path away from her family, who are minor gods, and is given a wrongful punishment that transforms her into a vigilante."
2025-12-07,2025-11-22,Hardcover Fiction,MONA'S EYES,Thomas Schlesser,9798889661115,Europa,14,0,1,https://www.amazon.com/dp/B0DTTH6GBV?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9798889661115.jpg,A 10-year-old who may get permanent vision loss is bolstered by her grandfather’s quest to bring beauty into her life; translated by Hildegarde Serle.
2025-12-07,2025-11-22,Hardcover Fiction,GONE BEFORE GOODBYE,Reese Witherspoon and Harlan Coben,9781538774700,Grand Central,15,10,6,https://www.amazon.com/dp/1538774704?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774700.jpg,"When a mysterious man disappears, the former combat surgeon giving him medical assistance goes on the lam."
2025-12-14,2025-11-29,Hardcover Fiction,BRIMSTONE,Callie Hart,9781538774229,Forever,1,1,2,https://www.amazon.com/dp/1538774224?tag=thenewyorktim-20,https://static01.nyt.com/bestsellers/images/9781538774229.jpg,"The second book in the Fae & Alchemy series. To save those close to them, Saeris and Fisher face a new set of dangers."
